id,phrase,polarityn,polarity,partofspeech,subjecttype,stemmed,polaritytype,personality,source
27082,friend,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27083,friendliness,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27084,friendliness,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27085,friendly,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27086,friends,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27087,friends,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27088,friendship,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27089,friendship,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27090,friggin,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27091,fright,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27092,frightening,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27093,frighteningly,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27094,frighteningly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27095,frightful,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27096,frightfully,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27097,frigid,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27098,frivolous,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27099,frown,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27100,frown,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27101,frozen,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27102,fruitful,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27103,fruitless,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27104,fruitlessly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27105,frustrated,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27106,frustrating,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27107,frustrating,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27108,frustratingly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27109,frustration,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27110,fudge,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27111,fudge,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27112,fugitive,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27113,fulfillment,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27114,fulfillment,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27115,full,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
27116,fully,0,neutral,adverb,weaksubj,False,priorpolarity,No,mpqa
27117,full-blown,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27118,full-fledged,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27119,full-scale,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
27120,fun,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27121,functional,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27122,fundamental,0,neutral,adj,strongsubj,False,priorpolarity,No,mpqa
27123,fundamentally,0,neutral,adverb,strongsubj,False,priorpolarity,No,mpqa
27124,fundamentalism,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27125,fundamentalism,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27126,funded,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
27127,funny,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27128,furious,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27129,furiously,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27130,furor,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27131,fury,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27132,fuss,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27133,fuss,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27134,fussy,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27135,fusty,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27136,futile,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27137,futilely,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27138,futility,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27139,fuzzy,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27140,gaff,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27141,gaffe,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27142,gaiety,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27143,gaily,1,positive,adverb,strongsubj,False,priorpolarity,No,mpqa
27144,gain,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27145,gainful,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27146,gainfully,1,positive,adverb,strongsubj,False,priorpolarity,No,mpqa
27147,gainsayer,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27148,gaga,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27149,gallant,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27150,gallantly,1,positive,adverb,strongsubj,False,priorpolarity,No,mpqa
27151,galling,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27152,gallingly,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
27153,galore,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27154,gamble,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27155,game,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27156,garbage,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27157,garbage,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27158,garish,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27159,gasp,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27160,gasp,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27161,gauche,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27162,gaudy,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27163,gawky,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27164,gem,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27165,gem,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27166,gems,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27167,gems,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27168,generosity,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27169,generous,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27170,generously,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27171,genial,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27172,genius,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27173,genocide,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27174,genocide,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27175,gentle,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27176,genuine,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27177,germane,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27178,gestures,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
27179,gestures,0,neutral,noun,weaksubj,False,priorpolarity,No,mpqa
27180,get-rich,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27181,get-rich,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27182,ghastly,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27183,ghetto,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27184,giant,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
27185,giant,0,neutral,noun,weaksubj,False,priorpolarity,No,mpqa
27186,giants,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
27187,giants,0,neutral,noun,weaksubj,False,priorpolarity,No,mpqa
27188,gibberish,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27189,giddy,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27190,gifted,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27191,gigantic,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
27192,glad,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27193,gladly,1,positive,adverb,strongsubj,False,priorpolarity,No,mpqa
27194,gladness,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27195,glamorous,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27196,glare,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27197,glaring,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27198,glaringly,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
27199,glee,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27200,gleeful,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27201,gleefully,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27202,glib,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27203,glibly,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
27204,glimmer,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27205,glimmer,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27206,glimmering,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27207,glisten,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27208,glistening,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27209,glitch,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27210,glitter,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27211,gloatingly,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
27212,gloom,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27213,gloomy,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27214,glorious,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27215,gloriously,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27216,glory,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27217,glossy,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27218,glowingly,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27219,glum,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27220,glut,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27221,gnawing,-1,negative,anypos,weaksubj,False,priorpolarity,No,mpqa
27222,go-ahead,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27223,go-ahead,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27224,goading,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27225,god-awful,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27226,god-given,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27227,goddam,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27228,goddamn,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27229,godlike,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27230,gold,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27231,golden,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27232,good,1,positive,anypos,weaksubj,False,priorpolarity,No,mpqa
27233,goodly,1,positive,adverb,weaksubj,False,priorpolarity,No,mpqa
27234,goodness,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27235,goodwill,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27236,goodwill,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27237,goof,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27238,gorgeous,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27239,gorgeously,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27240,gossip,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27241,gossip,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27242,grace,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27243,graceful,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27244,gracefully,1,positive,adverb,strongsubj,False,priorpolarity,No,mpqa
27245,graceless,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27246,gracelessly,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
27247,gracious,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27248,graciously,1,positive,adverb,strongsubj,False,priorpolarity,No,mpqa
27249,graciousness,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27250,graft,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27251,grail,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27252,grail,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27253,grand,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27254,grandeur,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27255,grandiose,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27256,grateful,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27257,grateful,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27258,gratefully,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27259,gratification,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27260,gratifying,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27261,gratifyingly,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27262,grating,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27263,gratitude,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27264,gratitude,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27265,gratuitous,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27266,gratuitous,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27267,grave,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27268,gravely,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
27269,great,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27270,greatest,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27271,greatly,0,neutral,adverb,strongsubj,False,priorpolarity,No,mpqa
27272,greatness,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27273,greed,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27274,greedy,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27275,grief,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27276,grievance,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27277,grievances,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27278,grievances,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27279,grieving,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27280,grievous,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27281,grievously,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27282,grim,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27283,grind,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27284,grind,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27285,gripe,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27286,grisly,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27287,grit,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27288,grit,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27289,gritty,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27290,gross,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27291,grossly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27292,grotesque,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27293,grouch,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27294,grouchy,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27295,groundbreaking,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27296,groundbreaking,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27297,groundless,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27298,growing,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
27299,grudges,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27300,grudges,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27301,grudging,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27302,gruesome,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27303,gruesomely,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27304,gruff,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27305,guarantee,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27306,guardian,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27307,guidance,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27308,guidance,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27309,guile,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27310,guilt,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27311,guiltless,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27312,guilty,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27313,guiltily,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
27314,gullible,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27315,gumption,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27316,gusto,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27317,gutsy,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27318,haggard,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27319,halcyon,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27320,hale,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27321,halfhearted,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27322,halfheartedly,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27323,halfway,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
27324,halfway,0,neutral,noun,weaksubj,False,priorpolarity,No,mpqa
27325,hallowed,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27326,hallucination,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27327,halt,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
27328,hamstring,-1,negative,verb,strongsubj,False,priorpolarity,No,mpqa
27329,hamstrung,-1,negative,verb,strongsubj,False,priorpolarity,No,mpqa
27330,handicapped,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27331,handily,1,positive,adverb,strongsubj,False,priorpolarity,No,mpqa
27332,handsome,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27333,handy,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27334,hapless,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27335,haphazard,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27336,happily,1,positive,adverb,strongsubj,False,priorpolarity,No,mpqa
27337,happiness,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27338,happy,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27339,harangue,-1,negative,verb,strongsubj,False,priorpolarity,No,mpqa
27340,harassment,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27341,harassment,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27342,harboring,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27343,harboring,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27344,harbors,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27345,harbors,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27346,hard,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27347,hard-hit,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27348,hard-line,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27349,hard-liner,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27350,hard-working,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27351,hardball,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27352,hardball,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27353,hardened,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27354,hardheaded,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27355,hardhearted,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27356,hardier,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27357,hardier,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27358,hardliner,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27359,hardliners,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27360,hardliners,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27361,hardly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27362,hardship,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27363,hardships,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27364,hardships,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27365,hardy,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27366,harm,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27367,harm,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27368,harmful,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27369,harmless,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27370,harmonious,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27371,harmony,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27372,harmony,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27373,harms,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27374,harms,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27375,harpy,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27376,harridan,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27377,harried,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27378,harsh,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27379,hassle,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27380,haste,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27381,haste,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27382,hasty,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27383,hater,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27384,hateful,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27385,hatefully,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
27386,hatefulness,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27387,haughtily,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
27388,haughty,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27389,hatred,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27390,haunting,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27391,haven,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
27392,havoc,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27393,hawkish,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27394,hawkish,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27395,hazard,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27396,hazardous,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27397,hazy,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27398,headache,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27399,headaches,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27400,headaches,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27401,headway,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27402,heady,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27403,healthful,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27404,healthy,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27405,healthy,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27406,heart,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27407,heartbreak,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27408,heartbreaker,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27409,heartbreaking,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27410,heartbreakingly,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
27411,heartening,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27412,heartfelt,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27413,heartily,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27414,heartless,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27415,heartrending,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27416,heartwarming,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
27417,heathen,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27418,heathen,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27419,heaven,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27420,heavenly,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
27421,heavily,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
27422,heavy-duty,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
27423,heavy-handed,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27424,heavyhearted,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27425,heck,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27426,heck,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27427,hectic,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27428,hedonistic,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27429,heedless,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27430,hefty,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
27431,hegemonism,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27432,hegemonism,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27433,hegemonistic,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27434,hegemony,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27435,hegemony,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27436,heinous,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27437,hell,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27438,hell-bent,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
27439,help,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27440,help,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
27441,helpful,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
27442,helpless,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
27443,helplessly,-1,negative,adverb,weaksubj,False,priorpolarity,No,mpqa
27444,helplessness,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
27445,heresy,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27446,heretic,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
27447,heretical,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
